,ID,vendor+AF8-id,pickup+AF8-loc,drop+AF8-loc,driver+AF8-tip,mta+AF8-tax,distance,pickup+AF8-time,drop+AF8-time,num+AF8-passengers,toll+AF8-amount,payment+AF8-method,rate+AF8-code,stored+AF8-flag,extra+AF8-charges,improvement+AF8-charge,total+AF8-amount
8672,8672,1,90.0,236.0,4.05,0.5,3.8,4/3/2017 11:22,4/3/2017 11:50,1.0,0.0,1.0,1.0,N,0.0,0.3,24.35
8673,8673,1,68.0,87.0,0.0,0.5,3.7,4/3/2017 14:14,4/3/2017 14:35,1.0,0.0,2.0,1.0,N,0.0,0.3,16.3
8674,8674,1,163.0,7.0,0.0,0.5,3.4,4/5/2017 0:51,4/5/2017 1:14,1.0,0.0,2.0,1.0,N,0.5,0.3,17.8
8675,8675,1,142.0,233.0,0.0,0.5,2.6,4/6/2017 22:47,4/6/2017 23:03,1.0,0.0,2.0,1.0,N,0.5,0.3,12.8
8676,8676,2,238.0,230.0,3.08,0.5,2.34,4/6/2017 8:15,4/6/2017 8:30,1.0,0.0,1.0,1.0,N,0.0,0.3,15.38
8677,8677,2,234.0,90.0,1.32,0.5,1.06,4/6/2017 18:16,4/6/2017 18:24,2.0,0.0,1.0,1.0,N,1.0,0.3,12.07
8678,8678,2,132.0,196.0,6.76,0.5,10.69,4/5/2017 8:57,4/5/2017 9:29,1.0,0.0,1.0,1.0,N,0.0,0.3,40.56
8679,8679,2,162.0,263.0,0.0,0.5,1.22,4/6/2017 14:35,4/6/2017 14:40,5.0,0.0,1.0,1.0,N,0.0,0.3,6.8
8680,8680,1,237.0,142.0,1.85,0.5,1.4,4/7/2017 7:23,4/7/2017 7:32,1.0,0.0,1.0,1.0,N,0.0,0.3,11.15
8681,8681,1,230.0,141.0,2.15,0.5,2.3,4/3/2017 21:52,4/3/2017 22:03,1.0,0.0,1.0,1.0,N,0.5,0.3,12.95
8682,8682,2,90.0,48.0,0.0,0.5,1.1,4/6/2017 10:31,4/6/2017 10:40,1.0,0.0,2.0,1.0,N,0.0,0.3,8.3
8683,8683,1,263.0,234.0,2.0,0.5,3.7,4/5/2017 5:48,4/5/2017 5:59,2.0,0.0,1.0,1.0,N,0.5,0.3,16.3
8684,8684,1,142.0,239.0,1.15,0.5,0.8,4/6/2017 15:10,4/6/2017 15:14,2.0,0.0,1.0,1.0,N,0.0,0.3,6.95
8685,8685,2,48.0,48.0,0.0,0.5,0.38,4/5/2017 7:05,4/5/2017 7:07,1.0,0.0,2.0,1.0,N,0.0,0.3,4.3
8686,8686,2,140.0,75.0,1.0,0.5,2.18,4/3/2017 7:38,4/3/2017 7:50,1.0,0.0,1.0,1.0,N,0.0,0.3,11.3
8687,8687,2,233.0,234.0,2.82,0.5,1.64,4/5/2017 10:20,4/5/2017 10:34,3.0,0.0,1.0,1.0,N,0.0,0.3,14.12
8688,8688,1,264.0,264.0,11.7,0.5,0.0,4/6/2017 15:20,4/6/2017 15:20,1.0,5.76,1.0,2.0,N,0.0,0.3,70.26
8689,8689,2,141.0,262.0,0.0,0.5,0.74,4/3/2017 12:39,4/3/2017 12:43,4.0,0.0,2.0,1.0,N,0.0,0.3,5.8
8690,8690,1,48.0,143.0,0.95,0.5,1.0,4/4/2017 14:03,4/4/2017 14:08,1.0,0.0,1.0,1.0,N,0.0,0.3,7.25
8691,8691,1,146.0,7.0,1.0,0.5,1.5,4/4/2017 2:27,4/4/2017 2:31,1.0,0.0,1.0,1.0,N,0.5,0.3,8.8
8692,8692,1,186.0,48.0,4.0,0.5,1.3,4/7/2017 11:02,4/7/2017 11:14,1.0,0.0,1.0,1.0,N,0.0,0.3,13.8
8693,8693,1,170.0,138.0,5.0,0.5,12.1,4/30/2017 18:46,4/30/2017 19:23,1.0,5.76,1.0,1.0,N,0.0,0.3,49.06
8694,8694,2,140.0,162.0,1.0,0.5,1.76,4/5/2017 8:31,4/5/2017 8:44,6.0,0.0,1.0,1.0,N,0.0,0.3,12.3
8695,8695,2,140.0,141.0,0.0,0.5,0.43,4/6/2017 14:04,4/6/2017 14:08,1.0,0.0,2.0,1.0,N,0.0,0.3,5.3
8696,8696,1,186.0,162.0,0.0,0.5,1.4,4/5/2017 13:27,4/5/2017 13:44,1.0,0.0,2.0,1.0,N,0.0,0.3,11.8
8697,8697,1,163.0,237.0,0.0,0.5,0.7,4/3/2017 8:54,4/3/2017 9:01,1.0,0.0,2.0,1.0,N,0.0,0.3,7.3
8698,8698,1,161.0,211.0,0.0,0.5,2.7,4/7/2017 13:03,4/7/2017 13:23,1.0,0.0,2.0,1.0,N,0.0,0.3,14.3
8699,8699,2,48.0,68.0,2.0,0.5,1.16,4/4/2017 8:24,4/4/2017 8:29,1.0,0.0,1.0,1.0,N,0.0,0.3,8.8
8700,8700,2,233.0,161.0,1.0,0.5,1.64,4/5/2017 6:14,4/5/2017 6:21,1.0,0.0,1.0,1.0,N,0.0,0.3,9.3
8701,8701,1,236.0,141.0,0.0,0.5,0.9,4/7/2017 11:39,4/7/2017 11:53,1.0,0.0,2.0,1.0,N,0.0,0.3,9.3
8702,8702,1,107.0,170.0,1.35,0.5,0.7,4/5/2017 10:28,4/5/2017 10:35,1.0,0.0,1.0,1.0,N,0.0,0.3,8.15
8703,8703,1,48.0,114.0,1.0,0.5,2.6,4/5/2017 8:44,4/5/2017 9:03,1.0,0.0,1.0,1.0,N,0.0,0.3,14.8
8704,8704,2,186.0,161.0,0.0,0.5,1.34,4/3/2017 7:13,4/3/2017 7:21,3.0,0.0,2.0,1.0,N,0.0,0.3,8.3
8705,8705,2,151.0,239.0,0.0,0.5,1.04,4/5/2017 23:37,4/5/2017 23:43,1.0,0.0,2.0,1.0,N,0.5,0.3,7.3
8706,8706,2,186.0,239.0,3.45,0.5,3.05,4/6/2017 1:14,4/6/2017 1:28,1.0,0.0,1.0,1.0,N,0.5,0.3,17.25
8707,8707,1,263.0,142.0,0.0,0.5,2.0,4/3/2017 11:01,4/3/2017 11:15,2.0,0.0,2.0,1.0,N,0.0,0.3,11.8
8708,8708,1,234.0,100.0,1.85,0.5,1.3,4/7/2017 8:38,4/7/2017 8:49,1.0,0.0,1.0,1.0,N,0.0,0.3,11.15
8709,8709,2,137.0,107.0,1.45,0.5,0.88,4/5/2017 6:05,4/5/2017 6:09,1.0,0.0,1.0,1.0,N,0.0,0.3,7.25
8710,8710,2,50.0,74.0,1.0,0.5,5.08,4/5/2017 0:07,4/5/2017 0:23,1.0,0.0,1.0,1.0,N,0.5,0.3,18.8
8711,8711,1,113.0,234.0,1.0,0.5,0.8,4/5/2017 4:57,4/5/2017 4:59,1.0,0.0,1.0,1.0,N,0.5,0.3,6.8
8712,8712,2,237.0,237.0,0.0,0.5,0.71,4/3/2017 12:50,4/3/2017 12:55,6.0,0.0,2.0,1.0,N,0.0,0.3,6.3
8713,8713,1,143.0,236.0,0.0,0.5,2.1,4/6/2017 11:40,4/6/2017 11:54,1.0,0.0,2.0,1.0,N,0.0,0.3,11.8
8714,8714,2,143.0,238.0,0.0,0.5,1.56,4/5/2017 12:58,4/5/2017 13:08,1.0,0.0,1.0,1.0,N,0.0,0.3,9.3
8715,8715,2,151.0,141.0,2.96,0.5,2.44,4/5/2017 10:35,4/5/2017 10:54,2.0,0.0,1.0,1.0,N,0.0,0.3,17.76
8716,8716,1,90.0,231.0,2.55,0.5,2.3,4/7/2017 14:08,4/7/2017 14:23,1.0,0.0,1.0,1.0,N,0.0,0.3,15.35
8717,8717,2,140.0,239.0,0.0,0.5,1.82,4/6/2017 18:11,4/6/2017 18:27,1.0,0.0,2.0,1.0,N,1.0,0.3,12.8
8718,8718,2,236.0,151.0,2.0,0.5,2.34,4/5/2017 18:49,4/5/2017 19:02,2.0,0.0,1.0,1.0,N,1.0,0.3,14.8
8719,8719,2,161.0,170.0,0.0,0.5,0.73,4/3/2017 11:33,4/3/2017 11:38,1.0,0.0,2.0,1.0,N,0.0,0.3,5.8
8720,8720,2,229.0,100.0,3.06,0.5,1.99,4/4/2017 8:39,4/4/2017 9:02,1.0,0.0,1.0,1.0,N,0.0,0.3,18.36
8721,8721,1,158.0,143.0,1.0,0.5,3.1,4/6/2017 2:14,4/6/2017 2:27,1.0,0.0,1.0,1.0,N,0.5,0.3,14.3
8722,8722,1,234.0,234.0,0.0,0.5,0.5,4/4/2017 14:04,4/4/2017 14:10,1.0,0.0,2.0,1.0,N,0.0,0.3,6.3
8723,8723,2,263.0,233.0,2.46,0.5,3.12,4/6/2017 7:54,4/6/2017 8:06,1.0,0.0,1.0,1.0,N,0.0,0.3,14.76
8724,8724,1,144.0,68.0,1.0,0.5,2.5,4/5/2017 19:56,4/5/2017 20:12,1.0,0.0,1.0,1.0,N,1.0,0.3,14.8
8725,8725,2,87.0,112.0,5.79,0.5,5.92,4/5/2017 23:11,4/5/2017 23:26,1.0,0.0,1.0,1.0,N,0.5,0.3,25.09
8726,8726,1,238.0,239.0,0.68,0.5,1.0,4/6/2017 17:25,4/6/2017 17:28,2.0,0.0,1.0,1.0,N,1.0,0.3,7.48
8727,8727,2,4.0,113.0,1.0,0.5,0.84,4/3/2017 14:38,4/3/2017 14:44,6.0,0.0,1.0,1.0,N,0.0,0.3,7.8
8728,8728,2,68.0,238.0,2.16,0.5,2.61,4/3/2017 22:23,4/3/2017 22:32,1.0,0.0,1.0,1.0,N,0.5,0.3,12.96
8729,8729,1,161.0,24.0,1.2,0.5,4.0,4/7/2017 15:01,4/7/2017 15:29,1.0,0.0,1.0,1.0,N,0.0,0.3,21.0
8730,8730,1,262.0,236.0,1.95,0.5,1.4,4/5/2017 11:54,4/5/2017 12:06,1.0,0.0,1.0,1.0,N,0.0,0.3,11.75
8731,8731,1,142.0,163.0,2.45,0.5,1.2,4/6/2017 16:20,4/6/2017 16:36,1.0,0.0,1.0,1.0,N,1.0,0.3,14.75
8732,8732,1,162.0,79.0,0.0,0.5,2.6,4/4/2017 18:32,4/4/2017 18:49,1.0,0.0,2.0,1.0,N,1.0,0.3,14.3
8733,8733,2,237.0,237.0,0.0,0.5,0.45,4/4/2017 10:13,4/4/2017 10:18,3.0,0.0,2.0,1.0,N,0.0,0.3,5.3
8734,8734,2,262.0,233.0,1.0,0.5,2.79,4/7/2017 7:21,4/7/2017 7:30,1.0,0.0,1.0,1.0,N,0.0,0.3,12.3
8735,8735,2,79.0,4.0,0.0,0.5,1.3,4/6/2017 0:51,4/6/2017 0:57,3.0,0.0,2.0,1.0,N,0.5,0.3,8.3
8736,8736,2,237.0,170.0,2.95,0.5,2.11,4/4/2017 19:57,4/4/2017 20:09,1.0,0.0,1.0,1.0,N,1.0,0.3,14.75
8737,8737,2,158.0,68.0,0.8,0.5,0.66,4/5/2017 20:28,4/5/2017 20:30,1.0,0.0,1.0,1.0,N,0.5,0.3,6.1
8738,8738,2,142.0,230.0,0.0,0.5,1.66,4/5/2017 21:19,4/5/2017 21:32,1.0,0.0,2.0,1.0,N,0.5,0.3,9.8
8739,8739,2,231.0,237.0,2.0,0.5,8.03,4/3/2017 14:18,4/3/2017 14:41,1.0,0.0,1.0,1.0,N,0.0,0.3,27.8
8740,8740,2,170.0,186.0,1.66,0.5,0.88,4/6/2017 11:52,4/6/2017 12:02,5.0,0.0,1.0,1.0,N,0.0,0.3,9.96
8741,8741,2,140.0,229.0,1.26,0.5,0.79,4/7/2017 8:55,4/7/2017 9:01,1.0,0.0,1.0,1.0,N,0.0,0.3,7.56
8742,8742,2,246.0,100.0,0.0,0.5,0.68,4/7/2017 8:58,4/7/2017 9:03,1.0,0.0,2.0,1.0,N,0.0,0.3,5.8
8743,8743,2,138.0,163.0,8.11,0.5,11.52,4/3/2017 20:46,4/3/2017 21:14,6.0,5.76,1.0,1.0,N,0.5,0.3,48.67
8744,8744,2,239.0,238.0,0.0,0.5,0.95,4/4/2017 13:13,4/4/2017 13:19,1.0,0.0,2.0,1.0,N,0.0,0.3,6.3
8745,8745,1,246.0,230.0,2.5,0.5,2.1,4/5/2017 16:18,4/5/2017 16:36,1.0,0.0,1.0,1.0,N,1.0,0.3,16.3
8746,8746,1,236.0,236.0,3.0,0.5,0.4,4/6/2017 11:18,4/6/2017 11:22,1.0,0.0,1.0,1.0,N,0.0,0.3,8.3
8747,8747,2,163.0,239.0,0.0,0.5,1.43,4/6/2017 21:58,4/6/2017 22:07,3.0,0.0,2.0,1.0,N,0.5,0.3,9.8
8748,8748,1,236.0,239.0,0.0,0.5,1.4,4/5/2017 14:26,4/5/2017 14:38,1.0,0.0,1.0,1.0,N,0.0,0.3,10.3
8749,8749,1,148.0,79.0,2.0,0.5,0.7,4/4/2017 21:14,4/4/2017 21:21,1.0,0.0,1.0,1.0,N,0.5,0.3,9.3
8750,8750,1,132.0,230.0,5.0,0.5,18.0,4/7/2017 10:06,4/7/2017 10:58,3.0,5.76,1.0,2.0,Y,0.0,0.3,63.56
8751,8751,1,137.0,263.0,3.15,0.5,3.9,4/4/2017 23:50,4/5/2017 0:04,1.0,0.0,1.0,1.0,N,0.5,0.3,18.95
8752,8752,1,234.0,158.0,0.0,0.5,1.2,4/6/2017 12:32,4/6/2017 12:46,1.0,0.0,3.0,1.0,N,0.0,0.3,10.8
8753,8753,1,141.0,141.0,1.05,0.5,0.6,4/6/2017 2:49,4/6/2017 2:51,1.0,0.0,1.0,1.0,N,0.5,0.3,6.35
8754,8754,1,151.0,166.0,1.2,0.5,0.6,4/3/2017 18:06,4/3/2017 18:08,1.0,0.0,1.0,1.0,N,1.0,0.3,7.0
8755,8755,1,186.0,79.0,2.65,0.5,2.2,4/5/2017 23:28,4/5/2017 23:44,3.0,0.0,1.0,1.0,N,0.5,0.3,15.95
8756,8756,2,264.0,264.0,1.03,0.5,2.05,4/4/2017 7:35,4/4/2017 7:45,1.0,0.0,1.0,1.0,N,0.0,0.3,11.33
8757,8757,2,234.0,48.0,0.0,0.5,1.16,4/5/2017 17:19,4/5/2017 17:38,1.0,0.0,2.0,1.0,N,1.0,0.3,13.8
8758,8758,2,236.0,236.0,1.58,0.5,0.68,4/3/2017 20:43,4/3/2017 20:47,1.0,0.0,1.0,1.0,N,0.5,0.3,7.88
8759,8759,1,231.0,87.0,1.86,0.5,1.4,4/3/2017 9:34,4/3/2017 9:45,1.0,0.0,1.0,1.0,N,0.0,0.3,11.16
8760,8760,1,230.0,79.0,2.0,0.5,4.1,4/4/2017 23:06,4/4/2017 23:28,1.0,0.0,1.0,1.0,N,0.5,0.3,20.8
8761,8761,2,249.0,158.0,1.36,0.5,0.46,4/6/2017 17:33,4/6/2017 17:38,1.0,0.0,1.0,1.0,N,1.0,0.3,8.16
8762,8762,1,239.0,74.0,0.0,0.5,3.4,4/6/2017 13:35,4/6/2017 13:59,1.0,0.0,2.0,1.0,N,0.0,0.3,18.3
8763,8763,2,161.0,125.0,5.95,0.5,4.3,4/5/2017 16:39,4/5/2017 17:13,1.0,0.0,1.0,1.0,N,1.0,0.3,29.75
8764,8764,2,236.0,236.0,0.0,0.5,0.8,4/3/2017 13:10,4/3/2017 13:15,1.0,0.0,2.0,1.0,N,0.0,0.3,6.3
8765,8765,1,255.0,37.0,2.65,0.5,2.8,4/7/2017 0:15,4/7/2017 0:30,1.0,0.0,1.0,1.0,N,0.5,0.3,15.95
8766,8766,2,164.0,230.0,2.94,0.5,1.06,4/4/2017 10:13,4/4/2017 10:25,5.0,0.0,1.0,1.0,N,0.0,0.3,12.74
8767,8767,1,170.0,143.0,2.55,0.5,2.5,4/4/2017 20:25,4/4/2017 20:40,1.0,0.0,1.0,1.0,N,0.5,0.3,15.35
8768,8768,2,163.0,145.0,3.06,0.5,3.43,4/5/2017 20:51,4/5/2017 21:06,1.0,0.0,1.0,1.0,N,0.5,0.3,18.36
8769,8769,1,48.0,161.0,0.0,0.5,1.3,4/3/2017 21:40,4/3/2017 21:47,1.0,0.0,2.0,1.0,N,0.5,0.3,8.3
8770,8770,1,230.0,114.0,2.55,0.5,2.8,4/3/2017 22:12,4/3/2017 22:24,1.0,0.0,1.0,1.0,N,0.5,0.3,15.35
8771,8771,1,162.0,229.0,0.0,0.5,0.8,4/7/2017 13:29,4/7/2017 13:33,1.0,0.0,2.0,1.0,N,0.0,0.3,5.8
8772,8772,1,79.0,186.0,0.0,0.5,1.9,4/4/2017 11:57,4/4/2017 12:17,3.0,0.0,2.0,1.0,N,0.0,0.3,14.3
8773,8773,2,138.0,48.0,7.0,0.5,10.37,4/7/2017 15:07,4/7/2017 16:02,2.0,5.76,1.0,1.0,N,0.0,0.3,54.06
8774,8774,2,237.0,140.0,1.2,0.5,0.94,4/4/2017 18:41,4/4/2017 18:47,1.0,0.0,1.0,1.0,N,1.0,0.3,9.0
8775,8775,2,161.0,233.0,3.24,0.5,1.05,4/6/2017 11:11,4/6/2017 11:25,1.0,0.0,1.0,1.0,N,0.0,0.3,14.04
8776,8776,2,246.0,143.0,1.0,0.5,2.76,4/6/2017 19:41,4/6/2017 19:51,1.0,0.0,1.0,1.0,N,1.0,0.3,13.3
8777,8777,1,163.0,170.0,2.7,0.5,1.5,4/3/2017 18:21,4/3/2017 18:33,1.0,0.0,1.0,1.0,N,1.0,0.3,13.5
8778,8778,2,186.0,137.0,0.0,0.5,1.04,4/7/2017 6:32,4/7/2017 6:43,2.0,0.0,2.0,1.0,N,0.0,0.3,8.8
8779,8779,2,230.0,48.0,1.16,0.5,0.64,4/4/2017 2:45,4/4/2017 2:48,1.0,0.0,1.0,1.0,N,0.5,0.3,6.96
8780,8780,2,142.0,170.0,2.36,0.5,2.29,4/5/2017 10:30,4/5/2017 10:47,4.0,0.0,1.0,1.0,N,0.0,0.3,14.16
8781,8781,2,237.0,140.0,1.0,0.5,0.4,4/6/2017 11:57,4/6/2017 12:07,6.0,0.0,1.0,1.0,N,0.0,0.3,8.8
8782,8782,2,88.0,237.0,5.46,0.5,6.75,4/4/2017 23:16,4/4/2017 23:46,2.0,0.0,1.0,1.0,N,0.5,0.3,32.76
8783,8783,1,236.0,237.0,0.5,0.5,1.2,4/3/2017 17:38,4/3/2017 17:44,2.0,0.0,1.0,1.0,N,1.0,0.3,8.8
8784,8784,1,48.0,48.0,0.0,0.5,0.5,4/6/2017 17:58,4/6/2017 18:07,1.0,0.0,2.0,1.0,N,1.0,0.3,8.8
8785,8785,1,144.0,249.0,0.0,0.5,1.1,4/6/2017 7:35,4/6/2017 7:42,2.0,0.0,2.0,1.0,N,0.0,0.3,7.3
8786,8786,2,237.0,140.0,1.1,0.5,0.61,4/5/2017 14:31,4/5/2017 14:40,1.0,0.0,1.0,1.0,N,0.0,0.3,8.4
8787,8787,2,161.0,236.0,0.0,0.5,1.1,4/5/2017 19:15,4/5/2017 19:20,1.0,0.0,2.0,1.0,N,1.0,0.3,7.3
8788,8788,1,236.0,236.0,1.75,0.5,0.9,4/7/2017 12:51,4/7/2017 13:02,1.0,0.0,1.0,1.0,N,0.0,0.3,10.55
8789,8789,1,48.0,79.0,0.0,0.5,3.8,4/3/2017 10:48,4/3/2017 11:14,1.0,0.0,2.0,1.0,N,0.0,0.3,19.3
8790,8790,2,45.0,230.0,0.0,0.5,4.02,4/5/2017 22:19,4/5/2017 22:38,5.0,0.0,2.0,1.0,N,0.5,0.3,16.8
8791,8791,2,209.0,79.0,0.0,0.5,2.13,4/4/2017 0:00,4/4/2017 0:15,6.0,0.0,2.0,1.0,N,0.5,0.3,12.8
8792,8792,1,90.0,4.0,0.0,0.5,2.1,4/6/2017 4:24,4/6/2017 4:33,1.0,0.0,2.0,1.0,N,0.5,0.3,10.8
8793,8793,2,238.0,75.0,1.76,0.5,1.57,4/3/2017 9:42,4/3/2017 9:50,3.0,0.0,1.0,1.0,N,0.0,0.3,10.56
8794,8794,1,237.0,237.0,0.85,0.5,0.2,4/6/2017 15:38,4/6/2017 15:41,1.0,0.0,1.0,1.0,N,0.0,0.3,5.15
8795,8795,2,239.0,151.0,0.0,0.5,0.97,4/3/2017 19:53,4/3/2017 19:58,5.0,0.0,2.0,1.0,N,1.0,0.3,7.8
8796,8796,2,48.0,234.0,0.0,0.5,1.94,4/3/2017 10:41,4/3/2017 10:58,5.0,0.0,2.0,1.0,N,0.0,0.3,12.8
8797,8797,1,138.0,79.0,9.7,0.5,13.3,4/3/2017 8:53,4/3/2017 9:45,1.0,5.76,1.0,1.0,N,0.0,0.3,58.26
8798,8798,2,246.0,246.0,0.0,0.5,0.76,4/4/2017 20:07,4/4/2017 20:14,2.0,0.0,2.0,1.0,N,0.5,0.3,7.3
8799,8799,2,226.0,226.0,0.0,0.5,0.37,4/5/2017 9:14,4/5/2017 9:16,1.0,0.0,2.0,1.0,N,0.0,0.3,3.8
8800,8800,1,230.0,43.0,2.25,0.5,1.6,4/5/2017 11:40,4/5/2017 11:55,1.0,0.0,1.0,1.0,Y,0.0,0.3,13.55
8801,8801,1,141.0,263.0,0.0,0.5,0.3,4/3/2017 23:32,4/3/2017 23:34,2.0,0.0,2.0,1.0,N,0.5,0.3,4.3
8802,8802,1,100.0,125.0,0.0,0.5,1.9,4/4/2017 18:29,4/4/2017 18:39,1.0,0.0,2.0,1.0,N,1.0,0.3,10.8
8803,8803,1,262.0,262.0,0.0,0.5,0.3,4/4/2017 12:37,4/4/2017 12:38,1.0,0.0,2.0,1.0,N,0.0,0.3,4.3
8804,8804,1,113.0,161.0,2.65,0.5,2.7,4/5/2017 6:46,4/5/2017 7:00,1.0,0.0,1.0,1.0,N,0.0,0.3,15.95
8805,8805,2,234.0,230.0,2.58,0.5,1.91,4/5/2017 0:24,4/5/2017 0:34,3.0,0.0,1.0,1.0,N,0.5,0.3,12.88
8806,8806,1,238.0,230.0,2.15,0.5,2.4,4/6/2017 6:28,4/6/2017 6:38,1.0,0.0,1.0,1.0,N,0.0,0.3,12.95
8807,8807,2,186.0,211.0,2.16,0.5,2.24,4/6/2017 8:51,4/6/2017 9:03,1.0,0.0,1.0,1.0,N,0.0,0.3,12.96
8808,8808,2,236.0,239.0,2.06,0.5,1.57,4/5/2017 18:00,4/5/2017 18:09,5.0,0.0,1.0,1.0,N,1.0,0.3,12.36
8809,8809,2,186.0,237.0,3.26,0.5,2.91,4/3/2017 10:57,4/3/2017 11:20,1.0,0.0,1.0,1.0,N,0.0,0.3,19.56
8810,8810,1,148.0,234.0,2.15,0.5,1.7,4/7/2017 14:50,4/7/2017 15:02,2.0,0.0,1.0,1.0,N,0.0,0.3,12.95
8811,8811,2,230.0,186.0,1.86,0.5,0.81,4/5/2017 17:53,4/5/2017 18:03,1.0,0.0,1.0,1.0,N,1.0,0.3,11.16
8812,8812,1,262.0,236.0,0.0,0.5,1.1,4/6/2017 17:21,4/6/2017 17:26,1.0,0.0,2.0,1.0,Y,1.0,0.3,7.8
8813,8813,1,244.0,41.0,1.33,0.5,2.8,4/5/2017 0:01,4/5/2017 0:14,1.0,0.0,1.0,1.0,N,0.5,0.3,14.63
8814,8814,2,230.0,186.0,0.0,0.5,1.3,4/3/2017 17:36,4/3/2017 17:47,1.0,0.0,2.0,1.0,N,1.0,0.3,10.3
8815,8815,2,141.0,233.0,0.0,0.5,1.0,4/4/2017 10:37,4/4/2017 10:48,2.0,0.0,2.0,1.0,N,0.0,0.3,8.3
8816,8816,1,161.0,138.0,7.9,0.5,9.3,4/7/2017 14:14,4/7/2017 14:55,3.0,5.76,1.0,1.0,N,0.0,0.3,47.46
8817,8817,1,68.0,166.0,5.2,0.5,5.6,4/6/2017 21:08,4/6/2017 21:28,1.0,0.0,1.0,1.0,N,0.5,0.3,26.0
8818,8818,1,7.0,7.0,0.75,0.5,0.1,4/5/2017 13:25,4/5/2017 13:26,1.0,0.0,1.0,1.0,N,0.0,0.3,4.55
8819,8819,2,148.0,246.0,3.0,0.5,3.19,4/6/2017 8:51,4/6/2017 9:17,1.0,0.0,1.0,1.0,N,0.0,0.3,21.3
8820,8820,2,142.0,238.0,0.0,0.5,1.17,4/4/2017 22:15,4/4/2017 22:17,5.0,0.0,1.0,1.0,N,0.5,0.3,6.3
8821,8821,1,260.0,170.0,4.0,0.5,4.9,4/6/2017 8:38,4/6/2017 9:08,1.0,5.76,1.0,1.0,N,0.0,0.3,31.06
8822,8822,2,237.0,234.0,0.0,0.5,2.45,4/5/2017 7:20,4/5/2017 7:33,1.0,0.0,2.0,1.0,N,0.0,0.3,11.8
8823,8823,1,186.0,13.0,3.46,0.5,3.7,4/4/2017 18:43,4/4/2017 18:59,1.0,0.0,1.0,1.0,N,1.0,0.3,20.76
8824,8824,1,95.0,82.0,2.35,0.5,2.4,4/5/2017 9:00,4/5/2017 9:12,1.0,0.0,1.0,1.0,N,0.0,0.3,14.15
8825,8825,2,261.0,132.0,0.0,0.5,19.9,4/3/2017 12:29,4/3/2017 13:17,4.0,0.0,2.0,2.0,N,0.0,0.3,52.8
8826,8826,1,163.0,239.0,2.2,0.5,1.6,4/4/2017 21:06,4/4/2017 21:13,1.0,0.0,1.0,1.0,Y,0.5,0.3,11.0
8827,8827,1,162.0,48.0,0.2,0.5,1.2,4/6/2017 5:56,4/6/2017 6:00,1.0,0.0,1.0,1.0,N,0.5,0.3,7.0
8828,8828,1,249.0,50.0,2.65,0.5,2.9,4/3/2017 18:20,4/3/2017 18:33,1.0,0.0,1.0,1.0,N,1.0,0.3,15.95
8829,8829,1,249.0,231.0,1.46,0.5,1.0,4/7/2017 10:23,4/7/2017 10:30,1.0,0.0,1.0,1.0,N,0.0,0.3,8.76
8830,8830,1,239.0,163.0,3.0,0.5,1.6,4/5/2017 9:28,4/5/2017 9:39,1.0,0.0,1.0,1.0,N,0.0,0.3,12.8
8831,8831,1,144.0,148.0,0.0,0.5,0.7,4/3/2017 13:58,4/3/2017 14:08,1.0,0.0,2.0,1.0,N,0.0,0.3,8.3
8832,8832,1,181.0,217.0,0.0,0.5,2.7,4/4/2017 23:07,4/4/2017 23:18,1.0,0.0,2.0,1.0,N,0.5,0.3,11.8
8833,8833,2,138.0,164.0,0.0,0.5,9.38,4/6/2017 18:53,4/6/2017 19:24,3.0,5.76,2.0,1.0,N,1.0,0.3,38.06
8834,8834,1,238.0,239.0,1.35,0.5,1.2,4/5/2017 7:38,4/5/2017 7:44,1.0,0.0,1.0,1.0,N,0.0,0.3,8.15
8835,8835,1,107.0,79.0,1.0,0.5,0.9,4/5/2017 18:27,4/5/2017 18:31,1.0,0.0,1.0,1.0,N,0.0,0.3,6.8
8836,8836,1,90.0,237.0,0.0,0.5,2.3,4/4/2017 21:04,4/4/2017 21:17,1.0,0.0,2.0,1.0,N,0.5,0.3,11.8
8837,8837,2,249.0,13.0,2.06,0.5,2.09,4/4/2017 6:51,4/4/2017 7:00,1.0,0.0,1.0,1.0,N,0.0,0.3,12.36
8838,8838,1,231.0,114.0,1.46,0.5,1.4,4/4/2017 0:37,4/4/2017 0:41,1.0,0.0,1.0,1.0,N,0.5,0.3,8.76
8839,8839,2,230.0,164.0,1.3,0.5,1.14,4/4/2017 18:45,4/4/2017 18:57,1.0,0.0,1.0,1.0,N,1.0,0.3,11.6
8840,8840,2,239.0,162.0,1.96,0.5,2.14,4/4/2017 7:04,4/4/2017 7:14,1.0,0.0,1.0,1.0,N,0.0,0.3,11.76
8841,8841,2,170.0,230.0,0.0,0.5,1.07,4/7/2017 14:49,4/7/2017 15:12,1.0,0.0,2.0,1.0,N,0.0,0.3,14.3
8842,8842,2,264.0,264.0,0.0,0.5,2.43,4/5/2017 8:28,4/5/2017 8:45,1.0,0.0,2.0,1.0,N,0.0,0.3,13.3
8843,8843,1,65.0,181.0,3.45,0.5,4.7,4/7/2017 1:44,4/7/2017 1:57,1.0,0.0,1.0,1.0,N,0.5,0.3,20.75
8844,8844,2,186.0,48.0,0.0,0.5,0.92,4/7/2017 15:21,4/7/2017 15:30,1.0,0.0,2.0,1.0,N,0.0,0.3,7.8
